	label	label_color
common_obs231	common	#776547
common_obs232	common	#776547
common_obs233	common	#776547
common_obs234	common	#776547
common_obs235	common	#776547
common_obs236	common	#776547
common_obs237	common	#776547
common_obs238	common	#776547
common_obs239	common	#776547
common_obs240	common	#776547
common_obs241	common	#776547
common_obs242	common	#776547
common_obs243	common	#776547
common_obs244	common	#776547
common_obs245	common	#776547
common_obs246	common	#776547
common_obs247	common	#776547
common_obs248	common	#776547
common_obs249	common	#776547
common_obs250	common	#776547
common_obs251	common	#776547
common_obs252	common	#776547
common_obs253	common	#776547
common_obs254	common	#776547
common_obs255	common	#776547
common_obs256	common	#776547
common_obs257	common	#776547
common_obs258	common	#776547
common_obs259	common	#776547
common_obs260	common	#776547
common_obs261	common	#776547
common_obs262	common	#776547
common_obs263	common	#776547
common_obs264	common	#776547
common_obs265	common	#776547
common_obs266	common	#776547
common_obs267	common	#776547
common_obs268	common	#776547
common_obs269	common	#776547
common_obs270	common	#776547
common_obs271	common	#776547
common_obs272	common	#776547
common_obs273	common	#776547
common_obs274	common	#776547
common_obs275	common	#776547
common_obs276	common	#776547
common_obs277	common	#776547
common_obs278	common	#776547
common_obs279	common	#776547
common_obs280	common	#776547
common_obs281	common	#776547
common_obs282	common	#776547
common_obs283	common	#776547
common_obs284	common	#776547
common_obs285	common	#776547
common_obs286	common	#776547
common_obs287	common	#776547
common_obs288	common	#776547
common_obs289	common	#776547
common_obs290	common	#776547
common_obs291	common	#776547
common_obs292	common	#776547
common_obs293	common	#776547
common_obs294	common	#776547
common_obs295	common	#776547
common_obs296	common	#776547
common_obs297	common	#776547
common_obs298	common	#776547
common_obs299	common	#776547
common_obs300	common	#776547
common_obs301	common	#776547
common_obs302	common	#776547
common_obs303	common	#776547
common_obs304	common	#776547
common_obs305	common	#776547
common_obs306	common	#776547
common_obs307	common	#776547
common_obs308	common	#776547
common_obs309	common	#776547
common_obs310	common	#776547
common_obs311	common	#776547
common_obs312	common	#776547
common_obs313	common	#776547
common_obs314	common	#776547
common_obs315	common	#776547
common_obs316	common	#776547
common_obs317	common	#776547
common_obs318	common	#776547
common_obs319	common	#776547
common_obs320	common	#776547
common_obs321	common	#776547
common_obs322	common	#776547
common_obs323	common	#776547
common_obs324	common	#776547
common_obs325	common	#776547
common_obs326	common	#776547
common_obs327	common	#776547
common_obs328	common	#776547
common_obs329	common	#776547
common_obs330	common	#776547
common_obs331	common	#776547
common_obs332	common	#776547
common_obs333	common	#776547
common_obs334	common	#776547
common_obs335	common	#776547
common_obs336	common	#776547
common_obs337	common	#776547
common_obs338	common	#776547
common_obs339	common	#776547
common_obs340	common	#776547
common_obs341	common	#776547
common_obs342	common	#776547
common_obs343	common	#776547
common_obs344	common	#776547
common_obs345	common	#776547
common_obs346	common	#776547
common_obs347	common	#776547
common_obs348	common	#776547
common_obs349	common	#776547
common_obs350	common	#776547
common_obs351	common	#776547
common_obs352	common	#776547
common_obs353	common	#776547
common_obs354	common	#776547
common_obs355	common	#776547
common_obs356	common	#776547
common_obs357	common	#776547
common_obs358	common	#776547
common_obs359	common	#776547
common_obs360	common	#776547
common_obs361	common	#776547
common_obs362	common	#776547
common_obs363	common	#776547
common_obs364	common	#776547
common_obs365	common	#776547
common_obs366	common	#776547
common_obs367	common	#776547
common_obs368	common	#776547
common_obs369	common	#776547
common_obs370	common	#776547
common_obs371	common	#776547
common_obs372	common	#776547
common_obs373	common	#776547
common_obs374	common	#776547
common_obs375	common	#776547
common_obs376	common	#776547
common_obs377	common	#776547
common_obs378	common	#776547
common_obs379	common	#776547
common_obs380	common	#776547
common_obs381	common	#776547
common_obs382	common	#776547
common_obs383	common	#776547
common_obs384	common	#776547
common_obs385	common	#776547
common_obs386	common	#776547
common_obs387	common	#776547
common_obs388	common	#776547
common_obs389	common	#776547
common_obs390	common	#776547
common_obs391	common	#776547
common_obs392	common	#776547
common_obs393	common	#776547
common_obs394	common	#776547
common_obs395	common	#776547
common_obs396	common	#776547
common_obs397	common	#776547
common_obs398	common	#776547
common_obs399	common	#776547
common_obs400	common	#776547
common_obs401	common	#776547
common_obs402	common	#776547
common_obs403	common	#776547
common_obs404	common	#776547
common_obs405	common	#776547
common_obs406	common	#776547
common_obs407	common	#776547
common_obs408	common	#776547
common_obs409	common	#776547
common_obs410	common	#776547
common_obs411	common	#776547
common_obs412	common	#776547
common_obs413	common	#776547
common_obs414	common	#776547
common_obs415	common	#776547
common_obs416	common	#776547
common_obs417	common	#776547
common_obs418	common	#776547
common_obs419	common	#776547
common_obs420	common	#776547
common_obs421	common	#776547
common_obs422	common	#776547
common_obs423	common	#776547
common_obs424	common	#776547
common_obs425	common	#776547
common_obs426	common	#776547
common_obs427	common	#776547
common_obs428	common	#776547
common_obs429	common	#776547
common_obs430	common	#776547
common_obs431	common	#776547
common_obs432	common	#776547
common_obs433	common	#776547
common_obs434	common	#776547
common_obs435	common	#776547
common_obs436	common	#776547
common_obs437	common	#776547
common_obs438	common	#776547
common_obs439	common	#776547
common_obs440	common	#776547
common_obs441	common	#776547
common_obs442	common	#776547
common_obs443	common	#776547
common_obs444	common	#776547
common_obs445	common	#776547
common_obs446	common	#776547
common_obs447	common	#776547
common_obs448	common	#776547
common_obs449	common	#776547
common_obs450	common	#776547
common_obs451	common	#776547
common_obs452	common	#776547
common_obs453	common	#776547
common_obs454	common	#776547
common_obs455	common	#776547
common_obs456	common	#776547
common_obs457	common	#776547
common_obs458	common	#776547
common_obs459	common	#776547
common_obs460	common	#776547
common_obs461	common	#776547
common_obs462	common	#776547
common_obs463	common	#776547
common_obs464	common	#776547
common_obs465	common	#776547
common_obs466	common	#776547
common_obs467	common	#776547
common_obs468	common	#776547
common_obs469	common	#776547
common_obs470	common	#776547
common_obs471	common	#776547
common_obs472	common	#776547
common_obs473	common	#776547
common_obs474	common	#776547
common_obs475	common	#776547
common_obs476	common	#776547
common_obs477	common	#776547
common_obs478	common	#776547
common_obs479	common	#776547
common_obs480	common	#776547
common_obs481	common	#776547
common_obs482	common	#776547
common_obs483	common	#776547
common_obs484	common	#776547
common_obs485	common	#776547
common_obs486	common	#776547
common_obs487	common	#776547
common_obs488	common	#776547
common_obs489	common	#776547
common_obs490	common	#776547
common_obs491	common	#776547
common_obs492	common	#776547
common_obs493	common	#776547
common_obs494	common	#776547
common_obs495	common	#776547
common_obs496	common	#776547
common_obs497	common	#776547
common_obs498	common	#776547
common_obs499	common	#776547
common_obs500	common	#776547
common_obs501	common	#776547
common_obs502	common	#776547
common_obs503	common	#776547
common_obs504	common	#776547
common_obs505	common	#776547
common_obs506	common	#776547
common_obs507	common	#776547
common_obs508	common	#776547
common_obs509	common	#776547
common_obs510	common	#776547
common_obs511	common	#776547
common_obs512	common	#776547
common_obs513	common	#776547
common_obs514	common	#776547
common_obs515	common	#776547
common_obs516	common	#776547
common_obs517	common	#776547
common_obs518	common	#776547
common_obs519	common	#776547
common_obs520	common	#776547
common_obs521	common	#776547
common_obs522	common	#776547
common_obs523	common	#776547
common_obs524	common	#776547
common_obs525	common	#776547
common_obs526	common	#776547
common_obs527	common	#776547
common_obs528	common	#776547
common_obs529	common	#776547
common_obs530	common	#776547
common_obs531	common	#776547
common_obs532	common	#776547
common_obs533	common	#776547
common_obs534	common	#776547
common_obs535	common	#776547
common_obs536	common	#776547
common_obs537	common	#776547
common_obs538	common	#776547
common_obs539	common	#776547
common_obs540	common	#776547
common_obs541	common	#776547
common_obs542	common	#776547
common_obs543	common	#776547
common_obs544	common	#776547
common_obs545	common	#776547
common_obs546	common	#776547
common_obs547	common	#776547
common_obs548	common	#776547
common_obs549	common	#776547
common_obs550	common	#776547
common_obs551	common	#776547
common_obs552	common	#776547
common_obs553	common	#776547
common_obs554	common	#776547
common_obs555	common	#776547
common_obs556	common	#776547
common_obs557	common	#776547
common_obs558	common	#776547
common_obs559	common	#776547
common_obs560	common	#776547
common_obs561	common	#776547
common_obs562	common	#776547
common_obs563	common	#776547
common_obs564	common	#776547
common_obs565	common	#776547
common_obs566	common	#776547
common_obs567	common	#776547
common_obs568	common	#776547
common_obs569	common	#776547
common_obs570	common	#776547
common_obs571	common	#776547
common_obs572	common	#776547
common_obs573	common	#776547
common_obs574	common	#776547
common_obs575	common	#776547
common_obs576	common	#776547
common_obs577	common	#776547
common_obs578	common	#776547
common_obs579	common	#776547
common_obs580	common	#776547
common_obs581	common	#776547
common_obs582	common	#776547
common_obs583	common	#776547
common_obs584	common	#776547
common_obs585	common	#776547
common_obs586	common	#776547
common_obs587	common	#776547
common_obs588	common	#776547
common_obs589	common	#776547
common_obs590	common	#776547
common_obs591	common	#776547
common_obs592	common	#776547
common_obs593	common	#776547
common_obs594	common	#776547
common_obs595	common	#776547
common_obs596	common	#776547
common_obs597	common	#776547
common_obs598	common	#776547
common_obs599	common	#776547
common_obs600	common	#776547
common_obs601	common	#776547
common_obs602	common	#776547
common_obs603	common	#776547
common_obs604	common	#776547
common_obs605	common	#776547
common_obs606	common	#776547
common_obs607	common	#776547
common_obs608	common	#776547
common_obs609	common	#776547
common_obs610	common	#776547
common_obs611	common	#776547
common_obs612	common	#776547
common_obs613	common	#776547
common_obs614	common	#776547
common_obs615	common	#776547
common_obs616	common	#776547
common_obs617	common	#776547
common_obs618	common	#776547
common_obs619	common	#776547
common_obs620	common	#776547
common_obs621	common	#776547
common_obs622	common	#776547
common_obs623	common	#776547
common_obs624	common	#776547
common_obs625	common	#776547
common_obs626	common	#776547
common_obs627	common	#776547
common_obs628	common	#776547
common_obs629	common	#776547
common_obs630	common	#776547
common_obs631	common	#776547
common_obs632	common	#776547
common_obs633	common	#776547
common_obs634	common	#776547
common_obs635	common	#776547
common_obs636	common	#776547
common_obs637	common	#776547
common_obs638	common	#776547
common_obs639	common	#776547
common_obs640	common	#776547
common_obs641	common	#776547
common_obs642	common	#776547
common_obs643	common	#776547
common_obs644	common	#776547
common_obs645	common	#776547
common_obs646	common	#776547
common_obs647	common	#776547
common_obs648	common	#776547
common_obs649	common	#776547
common_obs650	common	#776547
common_obs651	common	#776547
common_obs652	common	#776547
common_obs653	common	#776547
common_obs654	common	#776547
common_obs655	common	#776547
common_obs656	common	#776547
common_obs657	common	#776547
common_obs658	common	#776547
common_obs659	common	#776547
common_obs660	common	#776547
common_obs661	common	#776547
common_obs662	common	#776547
common_obs663	common	#776547
common_obs664	common	#776547
common_obs665	common	#776547
common_obs666	common	#776547
common_obs667	common	#776547
common_obs668	common	#776547
common_obs669	common	#776547
common_obs670	common	#776547
common_obs671	common	#776547
common_obs672	common	#776547
common_obs673	common	#776547
common_obs674	common	#776547
common_obs675	common	#776547
common_obs676	common	#776547
common_obs677	common	#776547
common_obs678	common	#776547
common_obs679	common	#776547
common_obs680	common	#776547
common_obs681	common	#776547
common_obs682	common	#776547
common_obs683	common	#776547
common_obs684	common	#776547
common_obs685	common	#776547
common_obs686	common	#776547
common_obs687	common	#776547
common_obs688	common	#776547
common_obs689	common	#776547
common_obs690	common	#776547
common_obs691	common	#776547
common_obs692	common	#776547
common_obs693	common	#776547
common_obs694	common	#776547
common_obs695	common	#776547
common_obs696	common	#776547
common_obs697	common	#776547
common_obs698	common	#776547
common_obs699	common	#776547
common_obs700	common	#776547
common_obs701	common	#776547
common_obs702	common	#776547
common_obs703	common	#776547
common_obs704	common	#776547
common_obs705	common	#776547
common_obs706	common	#776547
common_obs707	common	#776547
common_obs708	common	#776547
common_obs709	common	#776547
common_obs710	common	#776547
common_obs711	common	#776547
common_obs712	common	#776547
common_obs713	common	#776547
common_obs714	common	#776547
common_obs715	common	#776547
common_obs716	common	#776547
common_obs717	common	#776547
common_obs718	common	#776547
common_obs719	common	#776547
common_obs720	common	#776547
common_obs721	common	#776547
common_obs722	common	#776547
common_obs723	common	#776547
common_obs724	common	#776547
common_obs725	common	#776547
common_obs726	common	#776547
common_obs727	common	#776547
common_obs728	common	#776547
common_obs729	common	#776547
common_obs730	common	#776547
common_obs731	common	#776547
common_obs732	common	#776547
common_obs733	common	#776547
common_obs734	common	#776547
common_obs735	common	#776547
common_obs736	common	#776547
common_obs737	common	#776547
common_obs738	common	#776547
common_obs739	common	#776547
common_obs740	common	#776547
common_obs741	common	#776547
common_obs742	common	#776547
common_obs743	common	#776547
common_obs744	common	#776547
common_obs745	common	#776547
common_obs746	common	#776547
common_obs747	common	#776547
common_obs748	common	#776547
common_obs749	common	#776547
common_obs750	common	#776547
common_obs751	common	#776547
common_obs752	common	#776547
common_obs753	common	#776547
common_obs754	common	#776547
common_obs755	common	#776547
common_obs756	common	#776547
common_obs757	common	#776547
common_obs758	common	#776547
common_obs759	common	#776547
common_obs760	common	#776547
common_obs761	common	#776547
common_obs762	common	#776547
common_obs763	common	#776547
common_obs764	common	#776547
common_obs765	common	#776547
common_obs766	common	#776547
common_obs767	common	#776547
common_obs768	common	#776547
common_obs769	common	#776547
common_obs770	common	#776547
common_obs771	common	#776547
common_obs772	common	#776547
common_obs773	common	#776547
common_obs774	common	#776547
common_obs775	common	#776547
common_obs776	common	#776547
common_obs777	common	#776547
common_obs778	common	#776547
common_obs779	common	#776547
common_obs780	common	#776547
common_obs781	common	#776547
common_obs782	common	#776547
common_obs783	common	#776547
common_obs784	common	#776547
common_obs785	common	#776547
common_obs786	common	#776547
common_obs787	common	#776547
common_obs788	common	#776547
common_obs789	common	#776547
common_obs790	common	#776547
common_obs791	common	#776547
common_obs792	common	#776547
common_obs793	common	#776547
common_obs794	common	#776547
common_obs795	common	#776547
common_obs796	common	#776547
common_obs797	common	#776547
common_obs798	common	#776547
common_obs799	common	#776547
common_obs800	common	#776547
common_obs801	common	#776547
common_obs802	common	#776547
common_obs803	common	#776547
common_obs804	common	#776547
common_obs805	common	#776547
common_obs806	common	#776547
common_obs807	common	#776547
common_obs808	common	#776547
common_obs809	common	#776547
common_obs810	common	#776547
common_obs811	common	#776547
common_obs812	common	#776547
common_obs813	common	#776547
common_obs814	common	#776547
common_obs815	common	#776547
common_obs816	common	#776547
common_obs817	common	#776547
common_obs818	common	#776547
common_obs819	common	#776547
common_obs820	common	#776547
common_obs821	common	#776547
common_obs822	common	#776547
common_obs823	common	#776547
common_obs824	common	#776547
common_obs825	common	#776547
common_obs826	common	#776547
common_obs827	common	#776547
common_obs828	common	#776547
common_obs829	common	#776547
common_obs830	common	#776547
common_obs831	common	#776547
common_obs832	common	#776547
common_obs833	common	#776547
common_obs834	common	#776547
common_obs835	common	#776547
common_obs836	common	#776547
common_obs837	common	#776547
common_obs838	common	#776547
common_obs839	common	#776547
common_obs840	common	#776547
common_obs841	common	#776547
common_obs842	common	#776547
common_obs843	common	#776547
common_obs844	common	#776547
common_obs845	common	#776547
common_obs846	common	#776547
common_obs847	common	#776547
common_obs848	common	#776547
common_obs849	common	#776547
common_obs850	common	#776547
common_obs851	common	#776547
common_obs852	common	#776547
common_obs853	common	#776547
common_obs854	common	#776547
common_obs855	common	#776547
common_obs856	common	#776547
common_obs857	common	#776547
common_obs858	common	#776547
common_obs859	common	#776547
common_obs860	common	#776547
common_obs861	common	#776547
common_obs862	common	#776547
common_obs863	common	#776547
common_obs864	common	#776547
common_obs865	common	#776547
common_obs866	common	#776547
common_obs867	common	#776547
common_obs868	common	#776547
common_obs869	common	#776547
common_obs870	common	#776547
common_obs871	common	#776547
common_obs872	common	#776547
common_obs873	common	#776547
common_obs874	common	#776547
common_obs875	common	#776547
common_obs876	common	#776547
common_obs877	common	#776547
common_obs878	common	#776547
common_obs879	common	#776547
common_obs880	common	#776547
common_obs881	common	#776547
common_obs882	common	#776547
common_obs883	common	#776547
common_obs884	common	#776547
common_obs885	common	#776547
common_obs886	common	#776547
common_obs887	common	#776547
common_obs888	common	#776547
common_obs889	common	#776547
common_obs890	common	#776547
common_obs891	common	#776547
common_obs892	common	#776547
common_obs893	common	#776547
common_obs894	common	#776547
common_obs895	common	#776547
common_obs896	common	#776547
common_obs897	common	#776547
common_obs898	common	#776547
common_obs899	common	#776547
common_obs900	common	#776547
common_obs901	common	#776547
common_obs902	common	#776547
common_obs903	common	#776547
common_obs904	common	#776547
common_obs905	common	#776547
common_obs906	common	#776547
common_obs907	common	#776547
common_obs908	common	#776547
common_obs909	common	#776547
common_obs910	common	#776547
common_obs911	common	#776547
common_obs912	common	#776547
common_obs913	common	#776547
common_obs914	common	#776547
common_obs915	common	#776547
common_obs916	common	#776547
common_obs917	common	#776547
common_obs918	common	#776547
common_obs919	common	#776547
common_obs920	common	#776547
common_obs921	common	#776547
common_obs922	common	#776547
common_obs923	common	#776547
common_obs924	common	#776547
common_obs925	common	#776547
common_obs926	common	#776547
common_obs927	common	#776547
common_obs928	common	#776547
common_obs929	common	#776547
common_obs930	common	#776547
common_obs931	common	#776547
common_obs932	common	#776547
common_obs933	common	#776547
common_obs934	common	#776547
common_obs935	common	#776547
common_obs936	common	#776547
common_obs937	common	#776547
common_obs938	common	#776547
common_obs939	common	#776547
common_obs940	common	#776547
common_obs941	common	#776547
common_obs942	common	#776547
common_obs943	common	#776547
common_obs944	common	#776547
common_obs945	common	#776547
common_obs946	common	#776547
common_obs947	common	#776547
common_obs948	common	#776547
common_obs949	common	#776547
common_obs950	common	#776547
common_obs951	common	#776547
common_obs952	common	#776547
common_obs953	common	#776547
common_obs954	common	#776547
common_obs955	common	#776547
common_obs956	common	#776547
common_obs957	common	#776547
common_obs958	common	#776547
common_obs959	common	#776547
common_obs960	common	#776547
common_obs961	common	#776547
common_obs962	common	#776547
common_obs963	common	#776547
common_obs964	common	#776547
common_obs965	common	#776547
common_obs966	common	#776547
common_obs967	common	#776547
common_obs968	common	#776547
common_obs969	common	#776547
common_obs970	common	#776547
common_obs971	common	#776547
common_obs972	common	#776547
common_obs973	common	#776547
common_obs974	common	#776547
common_obs975	common	#776547
common_obs976	common	#776547
common_obs977	common	#776547
common_obs978	common	#776547
common_obs979	common	#776547
common_obs980	common	#776547
common_obs981	common	#776547
common_obs982	common	#776547
common_obs983	common	#776547
common_obs984	common	#776547
common_obs985	common	#776547
common_obs986	common	#776547
common_obs987	common	#776547
common_obs988	common	#776547
common_obs989	common	#776547
common_obs990	common	#776547
common_obs991	common	#776547
common_obs992	common	#776547
common_obs993	common	#776547
common_obs994	common	#776547
common_obs995	common	#776547
common_obs996	common	#776547
common_obs997	common	#776547
common_obs998	common	#776547
common_obs999	common	#776547
common_obs1000	common	#776547
common_obs1001	common	#776547
common_obs1002	common	#776547
common_obs1003	common	#776547
common_obs1004	common	#776547
common_obs1005	common	#776547
common_obs1006	common	#776547
common_obs1007	common	#776547
common_obs1008	common	#776547
common_obs1009	common	#776547
common_obs1010	common	#776547
common_obs1011	common	#776547
common_obs1012	common	#776547
common_obs1013	common	#776547
common_obs1014	common	#776547
common_obs1015	common	#776547
common_obs1016	common	#776547
common_obs1017	common	#776547
common_obs1018	common	#776547
common_obs1019	common	#776547
common_obs1020	common	#776547
common_obs1021	common	#776547
common_obs1022	common	#776547
common_obs1023	common	#776547
common_obs1024	common	#776547
common_obs1025	common	#776547
common_obs1026	common	#776547
common_obs1027	common	#776547
common_obs1028	common	#776547
common_obs1029	common	#776547
common_obs1030	common	#776547
common_obs1031	common	#776547
common_obs1032	common	#776547
common_obs1033	common	#776547
common_obs1034	common	#776547
common_obs1035	common	#776547
common_obs1036	common	#776547
common_obs1037	common	#776547
common_obs1038	common	#776547
common_obs1039	common	#776547
common_obs1040	common	#776547
common_obs1041	common	#776547
common_obs1042	common	#776547
common_obs1043	common	#776547
common_obs1044	common	#776547
common_obs1045	common	#776547
common_obs1046	common	#776547
common_obs1047	common	#776547
common_obs1048	common	#776547
common_obs1049	common	#776547
common_obs1050	common	#776547
common_obs1051	common	#776547
common_obs1052	common	#776547
common_obs1053	common	#776547
common_obs1054	common	#776547
common_obs1055	common	#776547
common_obs1056	common	#776547
common_obs1057	common	#776547
common_obs1058	common	#776547
common_obs1059	common	#776547
common_obs1060	common	#776547
common_obs1061	common	#776547
common_obs1062	common	#776547
common_obs1063	common	#776547
common_obs1064	common	#776547
common_obs1065	common	#776547
common_obs1066	common	#776547
common_obs1067	common	#776547
common_obs1068	common	#776547
common_obs1069	common	#776547
common_obs1070	common	#776547
common_obs1071	common	#776547
common_obs1072	common	#776547
common_obs1073	common	#776547
common_obs1074	common	#776547
common_obs1075	common	#776547
common_obs1076	common	#776547
common_obs1077	common	#776547
common_obs1078	common	#776547
common_obs1079	common	#776547
common_obs1080	common	#776547
common_obs1081	common	#776547
common_obs1082	common	#776547
common_obs1083	common	#776547
common_obs1084	common	#776547
common_obs1085	common	#776547
common_obs1086	common	#776547
common_obs1087	common	#776547
common_obs1088	common	#776547
common_obs1089	common	#776547
common_obs1090	common	#776547
common_obs1091	common	#776547
common_obs1092	common	#776547
common_obs1093	common	#776547
common_obs1094	common	#776547
common_obs1095	common	#776547
common_obs1096	common	#776547
common_obs1097	common	#776547
common_obs1098	common	#776547
common_obs1099	common	#776547
common_obs1100	common	#776547
common_obs1101	common	#776547
common_obs1102	common	#776547
common_obs1103	common	#776547
common_obs1104	common	#776547
common_obs1105	common	#776547
common_obs1106	common	#776547
common_obs1107	common	#776547
common_obs1108	common	#776547
common_obs1109	common	#776547
common_obs1110	common	#776547
common_obs1111	common	#776547
common_obs1112	common	#776547
common_obs1113	common	#776547
common_obs1114	common	#776547
common_obs1115	common	#776547
common_obs1116	common	#776547
common_obs1117	common	#776547
common_obs1118	common	#776547
common_obs1119	common	#776547
common_obs1120	common	#776547
common_obs1121	common	#776547
common_obs1122	common	#776547
common_obs1123	common	#776547
common_obs1124	common	#776547
common_obs1125	common	#776547
common_obs1126	common	#776547
common_obs1127	common	#776547
common_obs1128	common	#776547
common_obs1129	common	#776547
common_obs1130	common	#776547
common_obs1131	common	#776547
common_obs1132	common	#776547
common_obs1133	common	#776547
common_obs1134	common	#776547
common_obs1135	common	#776547
common_obs1136	common	#776547
common_obs1137	common	#776547
common_obs1138	common	#776547
common_obs1139	common	#776547
common_obs1140	common	#776547
common_obs1141	common	#776547
common_obs1142	common	#776547
common_obs1143	common	#776547
common_obs1144	common	#776547
common_obs1145	common	#776547
common_obs1146	common	#776547
common_obs1147	common	#776547
common_obs1148	common	#776547
common_obs1149	common	#776547
common_obs1150	common	#776547
common_obs1151	common	#776547
